time_step,topology,topology_source,seed,load_scale,method,solver_status,prediction_mae,prediction_rmse,nominal_max_utilization,nominal_avg_utilization,critical_failure_reopt_max_utilization,random_failure_reopt_max_utilization,critical_failure_fixed_served_fraction,critical_failure_fixed_disrupted_fraction,random_failure_fixed_served_fraction,random_failure_fixed_disrupted_fraction,critical_failure_fixed_fairness,random_failure_fixed_fairness,uncertainty_mean,uncertainty_max,routing_demand_inflation_ratio,robust_nominal_utilization,robust_worst_case_utilization,robust_failure_scenarios
22,nsfnet,topozoo/Nsfnet,11,0.8,current_demand_lp,Optimal,0.38113477723155864,0.4921763132498405,0.7368780616666668,0.5335160192385185,1.0461026805,0.0,0.7496247855419206,0.2503752144580794,0.851434974641154,0.14856502535884594,0.7413493418911152,0.8461538487424226,,,,,,
22,nsfnet,topozoo/Nsfnet,11,0.8,robust_current_demand_lp,Optimal,0.38113477723155864,0.4921763132498405,0.73687806165,0.5325242843862963,1.0461026805,0.0,0.7672946841572169,0.23270531584278303,0.851434974641154,0.14856502535884594,0.7601850618511614,0.8461538487424226,,,,0.73687806,1.4213262,"NCAR, Boulder->NCSA, University of Illinois, Champaign & NCSA, University of Illinois, Champaign->NCAR, Boulder | NCSA, University of Illinois, Champaign->Merit Univ of Michigan, Ann Arbor & Merit Univ of Michigan, Ann Arbor->NCSA, University of Illinois, Champaign"
22,nsfnet,topozoo/Nsfnet,11,0.8,moving_average,Optimal,0.20304959853098875,0.27193298692323364,0.8225245433333334,0.5900537589092594,1.1613240183333333,0.0,0.7456175319739611,0.254382468026039,0.8491204504654511,0.15087954953454882,0.7414798388407664,0.846153847074821,,,,,,
22,nsfnet,topozoo/Nsfnet,11,0.8,linear_autoregressive,Optimal,0.3150416929350566,0.39810717833528525,0.7653987733333332,0.5492881102081483,1.0857278433333335,0.0,0.7394257576418987,0.2605742423581013,0.846233994807585,0.15376600519241498,0.7379683440761735,0.846153847530603,,,,,,
22,nsfnet,topozoo/Nsfnet,11,0.8,lstm,Optimal,0.31762802152370295,0.40001403924582524,0.7618031855555556,0.5480725379925926,1.0828151746666665,0.0,0.739276761350234,0.26072323864976604,0.8482944768696759,0.15170552313032423,0.7349224041994944,0.846153847859602,,,,,,
22,nsfnet,topozoo/Nsfnet,11,0.8,uncertainty_aware_lstm_robust_lp,Optimal,0.31762802152370295,0.40001403924582524,0.7985960644444445,0.5736280153211112,1.134444316666667,0.0,0.7650616453900494,0.23493835460995072,0.8483545233835442,0.15164547661645578,0.7595451345613176,0.8461538483058714,0.5022338628768921,0.9621903896331787,1.0482448021091664,0.79859606,1.5568007,"NCAR, Boulder->NCSA, University of Illinois, Champaign & NCSA, University of Illinois, Champaign->NCAR, Boulder | NCSA, University of Illinois, Champaign->Merit Univ of Michigan, Ann Arbor & Merit Univ of Michigan, Ann Arbor->NCSA, University of Illinois, Champaign"
22,nsfnet,topozoo/Nsfnet,11,0.8,transformer,Optimal,0.41647765344296,0.5072400651658544,0.7254765200000002,0.5233502501577778,1.033279202222222,0.0,0.7404373941420201,0.25956260585797974,0.84842352192018,0.15157647807981997,0.7360556801299161,0.8461538474653728,,,,,,
23,nsfnet,topozoo/Nsfnet,11,0.8,current_demand_lp,Optimal,0.4469332212525976,0.550229217233273,0.8471606333333332,0.6116729862740743,1.2273920653333334,1.2246278093333332,0.7457016082646469,0.25429839173535307,0.8322825326071474,0.16771746739285268,0.7456313149880507,0.8269230781766989,,,,,,
23,nsfnet,topozoo/Nsfnet,11,0.8,robust_current_demand_lp,Optimal,0.4469332212525976,0.550229217233273,0.8471606324444445,0.6112495197229629,1.2273920653333334,1.2246278093333332,0.7697786096196719,0.23022139038032802,0.8395723732021513,0.1604276267978488,0.76586994931232,0.8357440234385197,,,,0.84716063,1.6559492,"NCAR, Boulder->NCSA, University of Illinois, Champaign & NCSA, University of Illinois, Champaign->NCAR, Boulder | NCSA, University of Illinois, Champaign->Merit Univ of Michigan, Ann Arbor & Merit Univ of Michigan, Ann Arbor->NCSA, University of Illinois, Champaign"
23,nsfnet,topozoo/Nsfnet,11,0.8,moving_average,Optimal,0.5300927806389321,0.610626091881532,0.8093986599999999,0.5818198901999999,1.1452883883333338,1.16840576,0.7458124755740849,0.2541875244259151,0.8272571898954263,0.17274281010457365,0.7408104080256407,0.8205128219500776,,,,,,
